PSZ2 G000.04+45.13
PSZ2 G000.13+78.04
PSZ2 G000.40-41.86
PSZ2 G000.77-35.69
PSZ2 G002.08-68.28
PSZ2 G002.77-56.16
PSZ2 G002.82+39.23
PSZ2 G003.21-76.04
PSZ2 G003.91-42.03
PSZ2 G003.93-59.41
PSZ2 G004.04+42.23
PSZ2 G004.13+56.81
PSZ2 G004.45-19.55
PSZ2 G005.91-28.26
PSZ2 G006.05+29.43
PSZ2 G006.16-69.49
PSZ2 G006.49+50.56
PSZ2 G006.68-35.55
PSZ2 G006.76+30.45
PSZ2 G006.84+50.69
PSZ2 G007.57-33.90
PSZ2 G007.67-43.18
PSZ2 G007.76-36.83
PSZ2 G008.31-64.74
PSZ2 G008.47-56.34
PSZ2 G008.80-35.18
PSZ2 G008.94-81.22
PSZ2 G009.04+31.09
PSZ2 G009.45-56.93
PSZ2 G010.76-16.91
PSZ2 G011.06-63.84
PSZ2 G011.36+49.42
PSZ2 G011.36-72.93
PSZ2 G011.72-37.96
PSZ2 G011.92-63.53
PSZ2 G012.59-20.10
PSZ2 G012.81+49.68
PSZ2 G013.06-75.46
PSZ2 G013.74-45.53
PSZ2 G014.09+38.38
PSZ2 G014.72-62.49
PSZ2 G015.75-28.66
PSZ2 G018.06-36.38
PSZ2 G018.18-60.00
PSZ2 G018.32-28.50
PSZ2 G018.54-25.69
PSZ2 G018.64-83.11
PSZ2 G018.73+23.56
PSZ2 G018.73-15.49
PSZ2 G018.76-61.65
PSZ2 G018.84+22.43
PSZ2 G019.12+31.23
PSZ2 G019.48-80.97
PSZ2 G020.08+37.47
PSZ2 G020.21-36.84
PSZ2 G020.49-47.35
PSZ2 G020.66+37.99
PSZ2 G021.02-29.04
PSZ2 G021.10+33.24
PSZ2 G021.36-43.02
PSZ2 G023.05+20.52
PSZ2 G023.17+86.71
PSZ2 G023.40-15.26
PSZ2 G023.87-13.88
PSZ2 G024.44+22.76
PSZ2 G024.46-18.08
PSZ2 G025.02-41.49
PSZ2 G025.07-78.64
PSZ2 G025.13-75.88
PSZ2 G025.89-46.67
PSZ2 G026.34-58.64
PSZ2 G026.73-38.94
PSZ2 G027.23+15.73
PSZ2 G027.28+23.79
PSZ2 G027.39+15.39
PSZ2 G027.92+15.54
PSZ2 G027.99-69.85
PSZ2 G028.05+25.43
PSZ2 G028.15-08.62
PSZ2 G028.63+50.15
PSZ2 G028.77-33.56
PSZ2 G028.89+60.13
PSZ2 G029.06+44.55
PSZ2 G029.55-60.16
PSZ2 G029.66-47.63
PSZ2 G029.80-17.40
PSZ2 G030.27-16.94
PSZ2 G031.41-19.16
PSZ2 G031.93+78.71
PSZ2 G032.12-14.96
PSZ2 G032.13-44.36
PSZ2 G032.31+66.07
PSZ2 G033.46-48.43
PSZ2 G033.81+77.18
PSZ2 G033.83-46.57
PSZ2 G033.97-76.61
PSZ2 G034.38+51.57
PSZ2 G036.09-17.43
PSZ2 G036.36+16.01
PSZ2 G036.69-15.67
PSZ2 G036.73+14.93
PSZ2 G037.05-70.55
PSZ2 G037.31-21.54
PSZ2 G037.48+71.52
PSZ2 G037.67+15.71
PSZ2 G037.69-46.87
PSZ2 G038.68+24.50
PSZ2 G038.95-46.90
PSZ2 G039.32-59.88
PSZ2 G039.34+73.28
PSZ2 G039.85-39.96
PSZ2 G039.98-53.12
PSZ2 G040.03+74.95
PSZ2 G040.11-42.58
PSZ2 G040.58+77.12
PSZ2 G041.45+29.10
PSZ2 G042.19+63.00
PSZ2 G042.32+17.48
PSZ2 G042.81+56.61
PSZ2 G042.81-82.97
PSZ2 G043.44-41.27
PSZ2 G044.20+48.66
PSZ2 G044.46-65.42
PSZ2 G044.58-20.46
PSZ2 G044.77-51.30
PSZ2 G044.83+10.02
PSZ2 G045.10-43.18
PSZ2 G045.13+67.78
PSZ2 G045.20+15.63
PSZ2 G045.47+17.80
PSZ2 G045.50-37.21
PSZ2 G045.51+16.26
PSZ2 G045.87+57.70
PSZ2 G045.96-26.94
PSZ2 G046.10+27.18
PSZ2 G046.26-70.47
PSZ2 G046.39+11.71
PSZ2 G046.47-49.44
PSZ2 G046.88+56.48
PSZ2 G047.48+37.37
PSZ2 G047.71-59.47
PSZ2 G047.73-60.15
PSZ2 G048.08-46.63
PSZ2 G048.09+27.18
PSZ2 G048.10+57.16
PSZ2 G048.24-51.59
PSZ2 G048.91-25.55
PSZ2 G049.09+25.23
PSZ2 G049.18+65.05
PSZ2 G049.22+30.87
PSZ2 G049.32+44.37
PSZ2 G049.69-49.46
PSZ2 G049.80-25.16
PSZ2 G050.06-27.32
PSZ2 G050.40+31.17
PSZ2 G050.46+67.54
PSZ2 G050.98-61.48
PSZ2 G051.48-30.87
PSZ2 G052.08+46.13
PSZ2 G052.35-31.98
PSZ2 G053.44-36.25
PSZ2 G053.53+59.52
PSZ2 G053.55-29.85
PSZ2 G053.64-34.48
PSZ2 G053.80+36.49
PSZ2 G053.88-64.60
PSZ2 G054.85+54.30
PSZ2 G054.95-33.39
PSZ2 G054.99+53.41
PSZ2 G055.59+31.85
PSZ2 G055.80+32.90
PSZ2 G055.95-34.89
PSZ2 G056.14+28.06
PSZ2 G056.38+23.36
PSZ2 G056.77+36.32
PSZ2 G056.79-11.60
PSZ2 G056.93-55.08
PSZ2 G057.08-74.45
PSZ2 G057.09+11.19
PSZ2 G057.25-45.34
PSZ2 G057.61+34.93
PSZ2 G057.73+51.58
PSZ2 G057.78+52.32
PSZ2 G057.80+88.00
PSZ2 G057.92+27.64
PSZ2 G057.92-07.40
PSZ2 G058.29+18.55
PSZ2 G058.81-49.68
PSZ2 G059.47+33.06
PSZ2 G059.52+16.23
PSZ2 G059.81-39.09
PSZ2 G060.00-18.68
PSZ2 G060.10+15.59
PSZ2 G060.13+11.44
PSZ2 G060.55+27.00
PSZ2 G061.47-14.69
PSZ2 G061.75+88.11
PSZ2 G062.44-46.43
PSZ2 G062.46-21.35
PSZ2 G062.94+43.69
PSZ2 G063.38+53.44
PSZ2 G063.80+11.42
PSZ2 G063.91-16.75
PSZ2 G064.11-53.72
PSZ2 G064.98+16.71
PSZ2 G065.28+44.53
PSZ2 G065.32-64.84
PSZ2 G065.45+78.10
PSZ2 G065.81-83.77
PSZ2 G065.89+31.59
PSZ2 G066.01-23.30
PSZ2 G066.19+12.86
PSZ2 G066.26+20.82
PSZ2 G066.34+26.14
PSZ2 G066.41+27.03
PSZ2 G066.59-58.51
PSZ2 G066.68+68.44
PSZ2 G066.85+22.48
PSZ2 G067.17+67.46
PSZ2 G067.21-20.49
PSZ2 G067.36+10.74
PSZ2 G067.52+34.75
PSZ2 G067.72-24.13
PSZ2 G067.89-32.29
PSZ2 G068.22+15.18
PSZ2 G068.36+81.81
PSZ2 G068.61-46.60
PSZ2 G069.66-79.26
PSZ2 G069.92-18.90
PSZ2 G070.08-31.79
PSZ2 G070.89+49.26
PSZ2 G071.21+28.86
PSZ2 G071.39+59.54
PSZ2 G071.63+29.78
PSZ2 G071.67-42.76
PSZ2 G071.82-56.55
PSZ2 G072.40-78.45
PSZ2 G072.59-43.25
PSZ2 G072.62+41.46
PSZ2 G072.79-18.73
PSZ2 G072.80-41.12
PSZ2 G073.31+67.52
PSZ2 G073.38-80.01
PSZ2 G073.64+36.50
PSZ2 G073.82-54.92
PSZ2 G073.97-27.82
PSZ2 G074.37+71.11
PSZ2 G074.75-24.59
PSZ2 G075.08+19.83
PSZ2 G075.11-58.83
PSZ2 G075.30+37.21
PSZ2 G075.71+13.51
PSZ2 G075.85+15.53
PSZ2 G076.18-47.30
PSZ2 G076.44+23.53
PSZ2 G076.55+60.29
PSZ2 G076.81-32.57
PSZ2 G077.20-65.45
PSZ2 G077.70+26.70
PSZ2 G077.90-26.63
PSZ2 G078.10-83.83
PSZ2 G078.36-47.22
PSZ2 G078.67+20.06
PSZ2 G079.35+28.35
PSZ2 G079.88+14.97
PSZ2 G080.16+57.65
PSZ2 G080.37+14.64
PSZ2 G080.41-33.24
PSZ2 G080.55-24.82
PSZ2 G080.64+64.31
PSZ2 G080.65-46.81
PSZ2 G081.00-50.93
PSZ2 G081.31-68.56
PSZ2 G081.56+26.51
PSZ2 G081.60+18.47
PSZ2 G081.72+70.15
PSZ2 G082.31-67.00
PSZ2 G082.37+22.35
PSZ2 G082.88-75.10
